"count","level_text","province_code"
38,"Computing methodologies+Computer graphics",42
2,"Computing methodologies+Distributed computing methodologies",42
106,"Computing methodologies+Machine learning",42
13,"Computing methodologies+Modeling and simulation",42
18,"General and reference",42
43,"General and reference+Cross-computing tools and techniques",42
21,"Hardware",42
13,"Hardware+Communication hardware, interfaces and storage",42
6,"Hardware+Electronic design automation",42
13,"Hardware+Emerging technologies",42
2,"Hardware+Hardware test",42
1,"Hardware+Hardware validation",42
12,"Hardware+Integrated circuits",42
13,"Hardware+Power and energy",42
8,"Hardware+Robustness",42
12,"Human-centered computing",42
16,"Human-centered computing+Collaborative and social computing",42
14,"Human-centered computing+Human computer interaction (HCI)",42
3,"Human-centered computing+Interaction design",42
5,"Human-centered computing+Ubiquitous and mobile computing",42
9,"Human-centered computing+Visualization",42
52,"Information systems",42
22,"Information systems+Data management systems",42
49,"Information systems+Information retrieval",42
31,"Information systems+Information storage systems",42
66,"Information systems+Information systems applications",42
7,"Information systems+World Wide Web",42
11,"Mathematics of computing",42
16,"Mathematics of computing+Discrete mathematics",42
6,"Mathematics of computing+Information theory",42
2,"Mathematics of computing+Mathematical analysis",42
4,"Mathematics of computing+Probability and statistics",42
25,"Networks",42
1,"Networks+Network algorithms",42
1,"Networks+Network architectures",42
11,"Networks+Network performance evaluation",42
9,"Networks+Network properties",42
3,"Networks+Network protocols",42
5,"Networks+Network services",42
26,"Networks+Network types",42
17,"Security and privacy",42
3,"Security and privacy+Cryptography",42
1,"Security and privacy+Database and storage security",42
2,"Security and privacy+Intrusion/anomaly detection and malware mitigation",42
2,"Security and privacy+Network security",42
4,"Security and privacy+Security services",42
2,"Security and privacy+Software and application security",42
13,"Security and privacy+Systems security",42
9,"Social and professional topics",42
2,"Social and professional topics+Computing / technology policy",42
22,"Social and professional topics+Professional topics",42
20,"Software and its engineering",42
22,"Software and its engineering+Software creation and management",42
6,"Software and its engineering+Software notations and tools",42
48,"Software and its engineering+Software organization and properties",42
17,"Theory of computation",42
27,"Theory of computation+Design and analysis of algorithms",42
1,"Theory of computation+Formal languages and automata theory",42
1,"Theory of computation+Models of computation",42
3,"Theory of computation+Randomness, geometry and discrete structures",42
22,"Theory of computation+Theory and algorithms for application domains",42
12,"Applied computing",43
1,"Applied computing+Enterprise computing",43
2,"Applied computing+Law, social and behavioral sciences",43
17,"Applied computing+Life and medical sciences",43
2,"Applied computing+Operations research",43
11,"Applied computing+Physical sciences and engineering",43
14,"Computer systems organization",43
14,"Computer systems organization+Architectures",43
8,"Computer systems organization+Dependable and fault-tolerant systems and networks",43
13,"Computer systems organization+Embedded and cyber-physical systems",43
1,"Computer systems organization+Real-time systems",43
36,"Computing methodologies",43
34,"Computing methodologies+Artificial intelligence",43
15,"Computing methodologies+Computer graphics",43
59,"Computing methodologies+Machine learning",43
24,"Computing methodologies+Modeling and simulation",43
9,"Computing methodologies+Symbolic and algebraic manipulation",43
8,"General and reference",43
15,"General and reference+Cross-computing tools and techniques",43
2,"General and reference+Document types",43
6,"Hardware",43
3,"Hardware+Electronic design automation",43
1,"Hardware+Hardware validation",43
16,"Hardware+Very large scale integration design",43
4,"Human-centered computing",43
1,"Human-centered computing+Collaborative and social computing",43
11,"Human-centered computing+Ubiquitous and mobile computing",43
26,"Information systems",43
31,"Information systems+Data management systems",43
20,"Information systems+Information retrieval",43
30,"Information systems+Information systems applications",43
5,"Information systems+World Wide Web",43
6,"Mathematics of computing",43
13,"Mathematics of computing+Mathematical analysis",43
3,"Mathematics of computing+Mathematical software",43
3,"Mathematics of computing+Probability and statistics",43
14,"Networks",43
6,"Networks+Network algorithms",43
2,"Networks+Network architectures",43
5,"Networks+Network performance evaluation",43
10,"Networks+Network properties",43
4,"Networks+Network protocols",43
9,"Networks+Network types",43
13,"Security and privacy",43
8,"Security and privacy+Cryptography",43
3,"Security and privacy+Intrusion/anomaly detection and malware mitigation",43
5,"Security and privacy+Network security",43
4,"Security and privacy+Security services",43
2,"Security and privacy+Software and application security",43
4,"Social and professional topics",43
15,"Social and professional topics+Professional topics",43
15,"Software and its engineering",43
15,"Software and its engineering+Software creation and management",43
20,"Software and its engineering+Software notations and tools",43
28,"Software and its engineering+Software organization and properties",43
5,"Theory of computation",43
2,"Theory of computation+Computational complexity and cryptography",43
3,"Theory of computation+Design and analysis of algorithms",43
10,"Theory of computation+Theory and algorithms for application domains",43
18,"Applied computing",44
2,"Applied computing+Arts and humanities",44
1,"Applied computing+Computer forensics",44
3,"Applied computing+Document management and text processing",44
3,"Applied computing+Electronic commerce",44
2,"Applied computing+Enterprise computing",44
2,"Applied computing+Law, social and behavioral sciences",44
23,"Applied computing+Life and medical sciences",44
4,"Applied computing+Operations research",44
3,"Applied computing+Physical sciences and engineering",44
26,"Computer systems organization",44
29,"Computer systems organization+Architectures",44
10,"Computer systems organization+Dependable and fault-tolerant systems and networks",44
31,"Computer systems organization+Embedded and cyber-physical systems",44
1,"Computer systems organization+Real-time systems",44
97,"Computing methodologies",44
129,"Computing methodologies+Artificial intelligence",44
41,"Computing methodologies+Computer graphics",44
2,"Computing methodologies+Distributed computing methodologies",44
142,"Computing methodologies+Machine learning",44
15,"Computing methodologies+Modeling and simulation",44
5,"Computing methodologies+Parallel computing methodologies",44
19,"General and reference",44
39,"General and reference+Cross-computing tools and techniques",44
4,"General and reference+Document types",44
19,"Hardware",44
5,"Hardware+Communication hardware, interfaces and storage",44
3,"Hardware+Electronic design automation",44
16,"Hardware+Emerging technologies",44
17,"Hardware+Integrated circuits",44
29,"Hardware+Power and energy",44
5,"Hardware+Robustness",44
8,"Hardware+Very large scale integration design",44
14,"Human-centered computing",44
13,"Human-centered computing+Collaborative and social computing",44
7,"Human-centered computing+Human computer interaction (HCI)",44
1,"Human-centered computing+Ubiquitous and mobile computing",44
64,"Information systems",44
33,"Information systems+Data management systems",44
66,"Information systems+Information retrieval",44
12,"Information systems+Information storage systems",44
82,"Information systems+Information systems applications",44
19,"Information systems+World Wide Web",44
19,"Mathematics of computing",44
3,"Mathematics of computing+Continuous mathematics",44
24,"Mathematics of computing+Discrete mathematics",44
3,"Mathematics of computing+Information theory",44
27,"Mathematics of computing+Mathematical analysis",44
9,"Mathematics of computing+Probability and statistics",44
29,"Networks",44
7,"Networks+Network algorithms",44
5,"Networks+Network architectures",44
3,"Networks+Network components",44
15,"Networks+Network performance evaluation",44
2,"Networks+Network properties",44
4,"Networks+Network protocols",44
4,"Networks+Network services",44
28,"Networks+Network types",44
15,"Security and privacy",44
17,"Security and privacy+Cryptography",44
1,"Security and privacy+Database and storage security",44
2,"Security and privacy+Human and societal aspects of security and privacy",44
1,"Security and privacy+Intrusion/anomaly detection and malware mitigation",44
2,"Security and privacy+Network security",44
2,"Security and privacy+Security in hardware",44
7,"Security and privacy+Security services",44
2,"Security and privacy+Systems security",44
5,"Social and professional topics",44
16,"Social and professional topics+Professional topics",44
16,"Software and its engineering",44
19,"Software and its engineering+Software creation and management",44
3,"Software and its engineering+Software notations and tools",44
50,"Software and its engineering+Software organization and properties",44
30,"Theory of computation",44
32,"Theory of computation+Design and analysis of algorithms",44
8,"Theory of computation+Logic",44
5,"Theory of computation+Models of computation",44
4,"Theory of computation+Randomness, geometry and discrete structures",44
3,"Theory of computation+Semantics and reasoning",44
22,"Theory of computation+Theory and algorithms for application domains",44
7,"Applied computing",45
7,"Applied computing+Enterprise computing",45
10,"Applied computing+Law, social and behavioral sciences",45
4,"Applied computing+Life and medical sciences",45
2,"Applied computing+Operations research",45
8,"Computing methodologies",45
2,"Computing methodologies+Artificial intelligence",45
4,"Computing methodologies+Computer graphics",45
21,"Computing methodologies+Machine learning",45
1,"Hardware",45
2,"Hardware+Communication hardware, interfaces and storage",45
1,"Human-centered computing",45
2,"Human-centered computing+Ubiquitous and mobile computing",45
4,"Information systems",45
1,"Information systems+Data management systems",45
7,"Information systems+Information systems applications",45
2,"Mathematics of computing",45
3,"Mathematics of computing+Discrete mathematics",45
2,"Mathematics of computing+Information theory",45
7,"Networks",45
1,"Networks+Network algorithms",45
2,"Networks+Network performance evaluation",45
3,"Networks+Network properties",45
4,"Networks+Network services",45
4,"Networks+Network types",45
3,"Security and privacy",45
2,"Security and privacy+Network security",45
2,"Security and privacy+Security services",45
1,"Social and professional topics",45
2,"Social and professional topics+Computing / technology policy",45
1,"Software and its engineering",45
1,"Software and its engineering+Software creation and management",45
2,"Theory of computation",45
3,"Theory of computation+Design and analysis of algorithms",45
4,"Theory of computation+Theory and algorithms for application domains",45
4,"Computing methodologies",46
6,"Computing methodologies+Artificial intelligence",46
4,"Computing methodologies+Computer graphics",46
1,"Computing methodologies+Machine learning",46
2,"Computing methodologies+Modeling and simulation",46
16,"Applied computing",50
7,"Applied computing+Enterprise computing",50
4,"Applied computing+Law, social and behavioral sciences",50
18,"Applied computing+Life and medical sciences",50
6,"Computer systems organization",50
5,"Computer systems organization+Architectures",50
2,"Computer systems organization+Dependable and fault-tolerant systems and networks",50
14,"Computer systems organization+Embedded and cyber-physical systems",50
17,"Computing methodologies",50
33,"Computing methodologies+Artificial intelligence",50
5,"Computing methodologies+Computer graphics",50
23,"Computing methodologies+Machine learning",50
9,"Computing methodologies+Modeling and simulation",50
2,"General and reference",50
2,"General and reference+Cross-computing tools and techniques",50
2,"General and reference+Document types",50
5,"Hardware",50
6,"Hardware+Communication hardware, interfaces and storage",50
2,"Hardware+Electronic design automation",50
3,"Hardware+Power and energy",50
4,"Human-centered computing",50
2,"Human-centered computing+Collaborative and social computing",50
6,"Human-centered computing+Ubiquitous and mobile computing",50
12,"Information systems",50
9,"Information systems+Data management systems",50
5,"Information systems+Information retrieval",50
20,"Information systems+Information systems applications",50
4,"Information systems+World Wide Web",50
4,"Mathematics of computing",50
6,"Mathematics of computing+Discrete mathematics",50
4,"Mathematics of computing+Mathematical analysis",50
3,"Mathematics of computing+Probability and statistics",50
3,"Networks",50
3,"Networks+Network properties",50
5,"Networks+Network protocols",50
2,"Networks+Network types",50
2,"Security and privacy",50
2,"Security and privacy+Network security",50
2,"Security and privacy+Systems security",50
7,"Social and professional topics",50
27,"Social and professional topics+Professional topics",50
4,"Software and its engineering",50
13,"Software and its engineering+Software organization and properties",50
5,"Theory of computation",50
18,"Theory of computation+Design and analysis of algorithms",50
4,"Theory of computation+Theory and algorithms for application domains",50
11,"Applied computing",51
4,"Applied computing+Education",51
2,"Applied computing+Enterprise computing",51
2,"Applied computing+Law, social and behavioral sciences",51
14,"Applied computing+Life and medical sciences",51
6,"Applied computing+Physical sciences and engineering",51
3,"Computer systems organization",51
3,"Computer systems organization+Architectures",51
2,"Computer systems organization+Dependable and fault-tolerant systems and networks",51
7,"Computer systems organization+Embedded and cyber-physical systems",51
43,"Computing methodologies",51
70,"Computing methodologies+Artificial intelligence",51
13,"Computing methodologies+Computer graphics",51
68,"Computing methodologies+Machine learning",51
8,"Computing methodologies+Modeling and simulation",51
3,"Computing methodologies+Parallel computing methodologies",51
2,"General and reference",51
2,"General and reference+Cross-computing tools and techniques",51
2,"General and reference+Document types",51
8,"Hardware",51
8,"Hardware+Communication hardware, interfaces and storage",51
3,"Hardware+Integrated circuits",51
6,"Hardware+Power and energy",51
2,"Hardware+Very large scale integration design",51
2,"Human-centered computing",51
3,"Human-centered computing+Human computer interaction (HCI)",51
2,"Human-centered computing+Interaction design",51
2,"Human-centered computing+Ubiquitous and mobile computing",51
38,"Information systems",51
13,"Information systems+Data management systems",51
67,"Information systems+Information retrieval",51
32,"Information systems+Information systems applications",51
16,"Information systems+World Wide Web",51
5,"Mathematics of computing",51
3,"Mathematics of computing+Discrete mathematics",51
7,"Mathematics of computing+Mathematical analysis",51
3,"Mathematics of computing+Probability and statistics",51
12,"Networks",51
3,"Networks+Network performance evaluation",51
2,"Networks+Network properties",51
2,"Networks+Network protocols",51
2,"Networks+Network services",51
15,"Networks+Network types",51
2,"Security and privacy",51
2,"Security and privacy+Formal methods and theory of security",51
4,"Security and privacy+Intrusion/anomaly detection and malware mitigation",51
2,"Security and privacy+Security services",51
2,"Security and privacy+Systems security",51
1,"Social and professional topics",51
1,"Social and professional topics+Professional topics",51
4,"Software and its engineering",51
8,"Software and its engineering+Software creation and management",51
2,"Software and its engineering+Software notations and tools",51
7,"Software and its engineering+Software organization and properties",51
6,"Theory of computation",51
10,"Theory of computation+Design and analysis of algorithms",51
2,"Theory of computation+Logic",51
7,"Theory of computation+Theory and algorithms for application domains",51
2,"Applied computing",52
2,"Applied computing+Life and medical sciences",52
2,"Applied computing+Physical sciences and engineering",52
3,"Computing methodologies",52
4,"Computing methodologies+Artificial intelligence",52
5,"Computing methodologies+Computer graphics",52
1,"Hardware",52
3,"Hardware+Communication hardware, interfaces and storage",52
2,"Information systems",52
4,"Information systems+Data management systems",52
2,"Information systems+Information systems applications",52
1,"Security and privacy",52
1,"Security and privacy+Cryptography",52
1,"Theory of computation",52
1,"Theory of computation+Computational complexity and cryptography",52
8,"Applied computing",53
6,"Applied computing+Computers in other domains",53
2,"Applied computing+Law, social and behavioral sciences",53
8,"Applied computing+Life and medical sciences",53
2,"Applied computing+Operations research",53
2,"Computer systems organization",53
6,"Computer systems organization+Architectures",53
5,"Computing methodologies",53
8,"Computing methodologies+Artificial intelligence",53
3,"Computing methodologies+Computer graphics",53
14,"Computing methodologies+Machine learning",53
1,"General and reference",53
2,"General and reference+Cross-computing tools and techniques",53
1,"Hardware",53
2,"Hardware+Integrated circuits",53
3,"Information systems",53
3,"Information systems+Information retrieval",53
6,"Information systems+Information systems applications",53
3,"Networks",53
6,"Networks+Network architectures",53
6,"Networks+Network properties",53
2,"Networks+Network types",53
1,"Security and privacy",53
2,"Security and privacy+Intrusion/anomaly detection and malware mitigation",53
2,"Security and privacy+Security in hardware",53
3,"Social and professional topics",53
6,"Social and professional topics+Professional topics",53
2,"Social and professional topics+User characteristics",53
1,"Software and its engineering",53
3,"Software and its engineering+Software notations and tools",53
1,"Computing methodologies",54
1,"Computing methodologies+Modeling and simulation",54
3,"Software and its engineering",54
12,"Software and its engineering+Software creation and management",54
3,"Theory of computation",54
2,"Theory of computation+Computational complexity and cryptography",54
7,"Theory of computation+Logic",54
2,"Theory of computation+Models of computation",54
7,"Theory of computation+Semantics and reasoning",54
14,"Applied computing",61
13,"Applied computing+Arts and humanities",61
1,"Applied computing+Computers in other domains",61
2,"Applied computing+Electronic commerce",61
10,"Applied computing+Life and medical sciences",61
2,"Applied computing+Operations research",61
8,"Applied computing+Physical sciences and engineering",61
7,"Computer systems organization",61
6,"Computer systems organization+Architectures",61
3,"Computer systems organization+Dependable and fault-tolerant systems and networks",61
8,"Computer systems organization+Embedded and cyber-physical systems",61
70,"Computing methodologies",61
57,"Computing methodologies+Artificial intelligence",61
14,"Computing methodologies+Computer graphics",61
122,"Computing methodologies+Machine learning",61
3,"Computing methodologies+Modeling and simulation",61
7,"General and reference",61
14,"General and reference+Cross-computing tools and techniques",61
7,"Hardware",61
12,"Hardware+Communication hardware, interfaces and storage",61
3,"Hardware+Integrated circuits",61
8,"Human-centered computing",61
17,"Human-centered computing+Ubiquitous and mobile computing",61
3,"Human-centered computing+Visualization",61
39,"Information systems",61
23,"Information systems+Data management systems",61
20,"Information systems+Information retrieval",61
53,"Information systems+Information systems applications",61
30,"Information systems+World Wide Web",61
9,"Mathematics of computing",61
9,"Mathematics of computing+Discrete mathematics",61
11,"Mathematics of computing+Mathematical analysis",61
6,"Mathematics of computing+Probability and statistics",61
18,"Networks",61
6,"Networks+Network architectures",61
1,"Networks+Network performance evaluation",61
8,"Networks+Network properties",61
3,"Networks+Network protocols",61
4,"Networks+Network services",61
29,"Networks+Network types",61
17,"Security and privacy",61
14,"Security and privacy+Cryptography",61
5,"Security and privacy+Formal methods and theory of security",61
2,"Security and privacy+Human and societal aspects of security and privacy",61
4,"Security and privacy+Intrusion/anomaly detection and malware mitigation",61
4,"Security and privacy+Network security",61
2,"Security and privacy+Security in hardware",61
9,"Security and privacy+Security services",61
9,"Security and privacy+Systems security",61
6,"Social and professional topics",61
4,"Social and professional topics+Computing / technology policy",61
11,"Social and professional topics+Professional topics",61
2,"Social and professional topics+User characteristics",61
6,"Software and its engineering",61
12,"Software and its engineering+Software creation and management",61
4,"Software and its engineering+Software notations and tools",61
11,"Software and its engineering+Software organization and properties",61
11,"Theory of computation",61
15,"Theory of computation+Design and analysis of algorithms",61
2,"Theory of computation+Logic",61
3,"Theory of computation+Models of computation",61
3,"Theory of computation+Semantics and reasoning",61
3,"Theory of computation+Theory and algorithms for application domains",61
8,"Applied computing",62
1,"Applied computing+Electronic commerce",62
11,"Applied computing+Life and medical sciences",62
5,"Applied computing+Physical sciences and engineering",62
9,"Computer systems organization",62
9,"Computer systems organization+Architectures",62
8,"Computer systems organization+Dependable and fault-tolerant systems and networks",62
11,"Computer systems organization+Embedded and cyber-physical systems",62
4,"Computer systems organization+Real-time systems",62
26,"Computing methodologies",62
25,"Computing methodologies+Artificial intelligence",62
44,"Computing methodologies+Machine learning",62
8,"Computing methodologies+Modeling and simulation",62
3,"Computing methodologies+Parallel computing methodologies",62
3,"Computing methodologies+Symbolic and algebraic manipulation",62
4,"General and reference",62
6,"General and reference+Cross-computing tools and techniques",62
2,"General and reference+Document types",62
6,"Hardware",62
3,"Hardware+Communication hardware, interfaces and storage",62
3,"Hardware+Emerging technologies",62
2,"Hardware+Integrated circuits",62
6,"Hardware+Power and energy",62
3,"Hardware+Robustness",62
6,"Human-centered computing",62
9,"Human-centered computing+Human computer interaction (HCI)",62
7,"Human-centered computing+Ubiquitous and mobile computing",62
19,"Information systems",62
11,"Information systems+Data management systems",62
24,"Information systems+Information retrieval",62
26,"Information systems+Information systems applications",62
4,"Information systems+World Wide Web",62
5,"Networks",62
1,"Networks+Network performance evaluation",62
8,"Networks+Network properties",62
3,"Networks+Network services",62
5,"Security and privacy",62
2,"Security and privacy+Database and storage security",62
2,"Security and privacy+Security services",62
1,"Security and privacy+Software and application security",62
10,"Security and privacy+Systems security",62
3,"Social and professional topics",62
7,"Social and professional topics+Professional topics",62
12,"Software and its engineering",62
30,"Software and its engineering+Software creation and management",62
3,"Software and its engineering+Software notations and tools",62
21,"Software and its engineering+Software organization and properties",62
14,"Theory of computation",62
2,"Theory of computation+Computational complexity and cryptography",62
8,"Theory of computation+Design and analysis of algorithms",62
6,"Theory of computation+Logic",62
1,"Theory of computation+Models of computation",62
19,"Theory of computation+Semantics and reasoning",62
8,"Theory of computation+Theory and algorithms for application domains",62
1,"Computer systems organization",63
2,"Computer systems organization+Embedded and cyber-physical systems",63
7,"Applied computing",64
2,"Applied computing+Education",64
4,"Applied computing+Electronic commerce",64
2,"Applied computing+Enterprise computing",64
2,"Applied computing+Operations research",64
14,"Computer systems organization",64
29,"Computer systems organization+Architectures",64
6,"Computer systems organization+Dependable and fault-tolerant systems and networks",64
2,"Computer systems organization+Embedded and cyber-physical systems",64
2,"Computer systems organization+Real-time systems",64
25,"Computing methodologies",64
10,"Computing methodologies+Artificial intelligence",64
36,"Computing methodologies+Computer graphics",64
2,"Computing methodologies+Distributed computing methodologies",64
29,"Computing methodologies+Machine learning",64
12,"Computing methodologies+Modeling and simulation",64
10,"Computing methodologies+Parallel computing methodologies",64
8,"General and reference",64
17,"General and reference+Cross-computing tools and techniques",64
12,"Hardware",64
6,"Hardware+Communication hardware, interfaces and storage",64
3,"Hardware+Electronic design automation",64
12,"Hardware+Emerging technologies",64
1,"Hardware+Hardware test",64
9,"Hardware+Integrated circuits",64
5,"Hardware+Robustness",64
1,"Hardware+Very large scale integration design",64
6,"Human-centered computing",64
1,"Human-centered computing+Collaborative and social computing",64
7,"Human-centered computing+Human computer interaction (HCI)",64
12,"Information systems",64
13,"Information systems+Data management systems",64
10,"Information systems+Information retrieval",64
11,"Information systems+Information storage systems",64
9,"Information systems+Information systems applications",64
8,"Information systems+World Wide Web",64
6,"Mathematics of computing",64
3,"Mathematics of computing+Discrete mathematics",64
5,"Mathematics of computing+Mathematical analysis",64
6,"Mathematics of computing+Probability and statistics",64
10,"Networks",64
6,"Networks+Network algorithms",64
2,"Networks+Network architectures",64
5,"Networks+Network components",64
6,"Networks+Network performance evaluation",64
2,"Networks+Network protocols",64
7,"Networks+Network services",64
4,"Networks+Network types",64
2,"Security and privacy",64
3,"Security and privacy+Network security",64
7,"Social and professional topics",64
20,"Social and professional topics+Professional topics",64
2,"Social and professional topics+User characteristics",64
14,"Software and its engineering",64
24,"Software and its engineering+Software creation and management",64
13,"Software and its engineering+Software notations and tools",64
31,"Software and its engineering+Software organization and properties",64
9,"Theory of computation",64
9,"Theory of computation+Design and analysis of algorithms",64
2,"Theory of computation+Logic",64
1,"Theory of computation+Randomness, geometry and discrete structures",64
6,"Theory of computation+Theory and algorithms for application domains",64
3,"Applied computing",65
7,"Applied computing+Life and medical sciences",65
3,"Applied computing+Physical sciences and engineering",65
2,"Computing methodologies",65
7,"Computing methodologies+Machine learning",65
1,"Human-centered computing",65
1,"Human-centered computing+Human computer interaction (HCI)",65
2,"Mathematics of computing",65
6,"Mathematics of computing+Discrete mathematics",65
7,"Mathematics of computing+Mathematical analysis",65
1,"Networks",65
2,"Networks+Network types",65
1,"Theory of computation",65
2,"Theory of computation+Design and analysis of algorithms",65
1,"Theory of computation+Randomness, geometry and discrete structures",65
59,"Applied computing",71
13,"Applied computing+Arts and humanities",71
9,"Applied computing+Computers in other domains",71
3,"Applied computing+Document management and text processing",71
13,"Applied computing+Education",71
5,"Applied computing+Electronic commerce",71
13,"Applied computing+Enterprise computing",71
8,"Applied computing+Law, social and behavioral sciences",71
51,"Applied computing+Life and medical sciences",71
8,"Applied computing+Operations research",71
3,"Applied computing+Physical sciences and engineering",71
24,"Computer systems organization",71
25,"Computer systems organization+Architectures",71
11,"Computer systems organization+Dependable and fault-tolerant systems and networks",71
27,"Computer systems organization+Embedded and cyber-physical systems",71
1,"Computer systems organization+Real-time systems",71
107,"Computing methodologies",71
146,"Computing methodologies+Artificial intelligence",71
85,"Computing methodologies+Computer graphics",71
3,"Computing methodologies+Distributed computing methodologies",71
100,"Computing methodologies+Machine learning",71
10,"Computing methodologies+Modeling and simulation",71
3,"Computing methodologies+Parallel computing methodologies",71
3,"Computing methodologies+Symbolic and algebraic manipulation",71
15,"General and reference",71
24,"General and reference+Cross-computing tools and techniques",71
7,"General and reference+Document types",71
45,"Hardware",71
24,"Hardware+Communication hardware, interfaces and storage",71
39,"Hardware+Electronic design automation",71
11,"Hardware+Emerging technologies",71
3,"Hardware+Hardware test",71
6,"Hardware+Hardware validation",71
19,"Hardware+Integrated circuits",71
31,"Hardware+Power and energy",71
17,"Hardware+Robustness",71
17,"Hardware+Very large scale integration design",71
72,"Human-centered computing",71
4,"Human-centered computing+Accessibility",71
22,"Human-centered computing+Collaborative and social computing",71
84,"Human-centered computing+Human computer interaction (HCI)",71
11,"Human-centered computing+Interaction design",71
9,"Human-centered computing+Ubiquitous and mobile computing",71
12,"Human-centered computing+Visualization",71
82,"Information systems",71
5,"Information systems+Data management systems",71
66,"Information systems+Information retrieval",71
10,"Information systems+Information storage systems",71
127,"Information systems+Information systems applications",71
50,"Information systems+World Wide Web",71
14,"Mathematics of computing",71
21,"Mathematics of computing+Discrete mathematics",71
17,"Mathematics of computing+Mathematical analysis",71
15,"Mathematics of computing+Probability and statistics",71
30,"Networks",71
6,"Networks+Network algorithms",71
1,"Networks+Network architectures",71
3,"Networks+Network components",71
15,"Networks+Network performance evaluation",71
12,"Networks+Network properties",71
13,"Networks+Network protocols",71
2,"Networks+Network services",71
25,"Networks+Network types",71
21,"Security and privacy",71
6,"Security and privacy+Cryptography",71
6,"Security and privacy+Formal methods and theory of security",71
5,"Security and privacy+Human and societal aspects of security and privacy",71
5,"Security and privacy+Network security",71
15,"Security and privacy+Security services",71
1,"Security and privacy+Software and application security",71
4,"Security and privacy+Systems security",71
23,"Social and professional topics",71
4,"Social and professional topics+Computing / technology policy",71
37,"Social and professional topics+Professional topics",71
18,"Social and professional topics+User characteristics",71
24,"Software and its engineering",71
7,"Software and its engineering+Software creation and management",71
22,"Software and its engineering+Software notations and tools",71
66,"Software and its engineering+Software organization and properties",71
26,"Theory of computation",71
2,"Theory of computation+Computational complexity and cryptography",71
27,"Theory of computation+Design and analysis of algorithms",71
2,"Theory of computation+Formal languages and automata theory",71
7,"Theory of computation+Logic",71
3,"Theory of computation+Models of computation",71
4,"Theory of computation+Randomness, geometry and discrete structures",71
29,"Theory of computation+Theory and algorithms for application domains",71
49,"Applied computing",81
9,"Applied computing+Arts and humanities",81
17,"Applied computing+Computers in other domains",81
6,"Applied computing+Document management and text processing",81
32,"Applied computing+Education",81
6,"Applied computing+Enterprise computing",81
6,"Applied computing+Law, social and behavioral sciences",81
40,"Applied computing+Life and medical sciences",81
4,"Applied computing+Operations research",81
5,"Applied computing+Physical sciences and engineering",81
33,"Computer systems organization",81
35,"Computer systems organization+Architectures",81
14,"Computer systems organization+Dependable and fault-tolerant systems and networks",81
36,"Computer systems organization+Embedded and cyber-physical systems",81
124,"Computing methodologies",81
128,"Computing methodologies+Artificial intelligence",81
59,"Computing methodologies+Computer graphics",81
188,"Computing methodologies+Machine learning",81
14,"Computing methodologies+Modeling and simulation",81
5,"Computing methodologies+Parallel computing methodologies",81
10,"Computing methodologies+Symbolic and algebraic manipulation",81
27,"General and reference",81
49,"General and reference+Cross-computing tools and techniques",81
4,"General and reference+Document types",81
40,"Hardware",81
20,"Hardware+Communication hardware, interfaces and storage",81
12,"Hardware+Electronic design automation",81
2,"Hardware+Emerging technologies",81
1,"Hardware+Hardware test",81
2,"Hardware+Hardware validation",81
8,"Hardware+Integrated circuits",81
46,"Hardware+Power and energy",81
3,"Hardware+Robustness",81
7,"Hardware+Very large scale integration design",81
65,"Human-centered computing",81
25,"Human-centered computing+Collaborative and social computing",81
55,"Human-centered computing+Human computer interaction (HCI)",81
3,"Human-centered computing+Interaction design",81
23,"Human-centered computing+Ubiquitous and mobile computing",81
20,"Human-centered computing+Visualization",81
150,"Information systems",81
128,"Information systems+Data management systems",81
158,"Information systems+Information retrieval",81
21,"Information systems+Information storage systems",81
181,"Information systems+Information systems applications",81
58,"Information systems+World Wide Web",81
28,"Mathematics of computing",81
48,"Mathematics of computing+Discrete mathematics",81
2,"Mathematics of computing+Information theory",81
29,"Mathematics of computing+Mathematical analysis",81
9,"Mathematics of computing+Probability and statistics",81
63,"Networks",81
15,"Networks+Network algorithms",81
8,"Networks+Network architectures",81
5,"Networks+Network components",81
20,"Networks+Network performance evaluation",81
2,"Networks+Network properties",81
9,"Networks+Network protocols",81
24,"Networks+Network services",81
64,"Networks+Network types",81
23,"Security and privacy",81
11,"Security and privacy+Cryptography",81
10,"Security and privacy+Database and storage security",81
1,"Security and privacy+Formal methods and theory of security",81
7,"Security and privacy+Human and societal aspects of security and privacy",81
3,"Security and privacy+Network security",81
3,"Security and privacy+Security in hardware",81
4,"Security and privacy+Security services",81
7,"Security and privacy+Systems security",81
22,"Social and professional topics",81
10,"Social and professional topics+Computing / technology policy",81
51,"Social and professional topics+Professional topics",81
1,"Social and professional topics+User characteristics",81
26,"Software and its engineering",81
36,"Software and its engineering+Software creation and management",81
21,"Software and its engineering+Software notations and tools",81
45,"Software and its engineering+Software organization and properties",81
67,"Theory of computation",81
105,"Theory of computation+Design and analysis of algorithms",81
2,"Theory of computation+Logic",81
4,"Theory of computation+Models of computation",81
5,"Theory of computation+Randomness, geometry and discrete structures",81
12,"Theory of computation+Semantics and reasoning",81
87,"Theory of computation+Theory and algorithms for application domains",81
7,"Applied computing",82
2,"Applied computing+Arts and humanities",82
5,"Applied computing+Document management and text processing",82
1,"Applied computing+Education",82
6,"Applied computing+Life and medical sciences",82
4,"Computer systems organization",82
